id;tipo_dia;unidade;barra;potencia_pv_kw;potencia_bess_kw;razao_bess_h;capacidade_bess_kwh;fator_carga
130;nublado;6;32;553,05;553,05;1,997;1104,27;0,9778
131;ceu_aberto;1;6;11,77;11,77;2,843;33,48;0,991
131;ceu_aberto;2;10;384,24;384,24;1,084;416,52;0,9643
131;ceu_aberto;3;14;60,59;60,59;3,795;229,97;0,982
131;ceu_aberto;4;18;1160,06;1160,06;2,569;2980,15;1,1016
131;ceu_aberto;5;25;1080,59;1080,59;1,13;1220,71;0,9544
131;ceu_aberto;6;32;102,1;102,1;2,027;207,01;0,9861
132;nublado;1;6;33,46;33,46;2,271;75,99;0,9517
132;nublado;2;10;51,69;51,69;2,533;130,91;0,9594
132;nublado;3;14;398,32;398,32;1,642;654,18;0,9668
132;nublado;4;18;192,76;192,76;2,655;511,83;0,9312
132;nublado;5;25;2,84;2,84;3,937;11,18;1,0102
132;nublado;6;32;299,16;299,16;1,22;365,07;0,9295
133;parcialmente_nublado;1;6;184,0;184,0;2,962;544,93;1,0173
133;parcialmente_nublado;2;10;93,26;93,26;1,228;114,55;0,9831
133;parcialmente_nublado;3;14;854,49;854,49;2,811;2401,8;1,0248
133;parcialmente_nublado;4;18;122,09;122,09;3,794;463,18;1,0741
133;parcialmente_nublado;5;25;48,56;48,56;3,551;172,43;1,0352
133;parcialmente_nublado;6;32;90,12;90,12;1,203;108,42;1,0405
134;ceu_aberto;1;6;106,13;106,13;2,834;300,79;1,0779
134;ceu_aberto;2;10;316,57;316,57;1,207;382,04;1,0331
134;ceu_aberto;3;14;66,38;66,38;3,593;238,54;0,9655
134;ceu_aberto;4;18;337,34;337,34;1,856;626,22;0,9957
134;ceu_aberto;5;25;746,33;746,33;2,845;2123,43;0,9962
134;ceu_aberto;6;32;227,35;227,35;3,937;895,16;1,004
135;ceu_aberto;1;6;54,74;54,74;2,247;123,02;0,9364
135;ceu_aberto;2;10;416,27;416,27;1,9;790,91;1,0357
135;ceu_aberto;3;14;59,88;59,88;1,146;68,59;0,9026
135;ceu_aberto;4;18;189,91;189,91;3,233;613,96;0,9955
135;ceu_aberto;5;25;136,97;136,97;3,238;443,55;1,0556
135;ceu_aberto;6;32;162,35;162,35;3,012;489,03;0,9724
136;nublado;1;6;1448,03;1448,03;3,323;4811,17;0,9672
136;nublado;2;10;1501,79;1501,79;1,72;2583,24;0,9322
136;nublado;3;14;189,79;189,79;3,187;604,93;0,9676
136;nublado;4;18;135,18;135,18;1,756;237,33;0,9835
136;nublado;5;25;23,05;23,05;2,186;50,39;0,8815
136;nublado;6;32;236,46;236,46;3,949;933,91;0,9901
137;parcialmente_nublado;1;6;40,3;40,3;2,113;85,17;1,0115
137;parcialmente_nublado;2;10;54,98;54,98;1,29;70,92;1,0336
137;parcialmente_nublado;3;14;275,1;275,1;1,679;462,0;1,0147
137;parcialmente_nublado;4;18;263,25;263,25;3,693;972,22;0,9677
137;parcialmente_nublado;5;25;220,22;220,22;3,939;867,47;0,9685
137;parcialmente_nublado;6;32;79,36;79,36;2,943;233,54;0,928
138;ceu_aberto;1;6;407,62;407,62;1,1;448,33;0,9464
138;ceu_aberto;2;10;1578,83;1578,83;2,509;3960,55;1,0667
138;ceu_aberto;3;14;121,81;121,81;1,942;236,59;1,0376
138;ceu_aberto;4;18;6,44;6,44;1,541;9,92;1,001
138;ceu_aberto;5;25;50,47;50,47;3,25;164,04;1,0
138;ceu_aberto;6;32;167,56;167,56;1,613;270,33;0,9721
139;parcialmente_nublado;1;6;860,26;860,26;3,894;3350,26;1,02
139;parcialmente_nublado;2;10;84,71;84,71;2,715;229,99;1,0121
139;parcialmente_nublado;3;14;299,79;299,79;3,813;1143,22;0,9758
139;parcialmente_nublado;4;18;166,96;166,96;1,023;170,76;0,9986
139;parcialmente_nublado;5;25;206,22;206,22;2,718;560,52;0,9642
139;parcialmente_nublado;6;32;109,95;109,95;3,152;346,53;0,9978
140;parcialmente_nublado;1;6;19,23;19,23;3,476;66,86;1,0255
140;parcialmente_nublado;2;10;69,8;69,8;3,652;254,9;1,0469
140;parcialmente_nublado;3;14;205,2;205,2;3,811;782,04;0,9689
140;parcialmente_nublado;4;18;105,65;105,65;2,023;213,71;0,9333
140;parcialmente_nublado;5;25;166,74;166,74;1,891;315,35;1,1642
140;parcialmente_nublado;6;32;2550,04;2550,04;1,702;4340,65;1,0392
141;parcialmente_nublado;1;6;14,7;14,7;1,456;21,4;1,0841
141;parcialmente_nublado;2;10;912,93;912,93;1,114;1017,36;0,9829
141;parcialmente_nublado;3;14;48,75;48,75;3,158;153,98;1,1252
141;parcialmente_nublado;4;18;732,73;732,73;1,841;1348,81;1,0012
141;parcialmente_nublado;5;25;27,41;27,41;3,143;86,17;0,9519
141;parcialmente_nublado;6;32;543,15;543,15;2,665;1447,62;0,9683
142;ceu_aberto;1;6;445,89;445,89;3,255;1451,45;0,9487
142;ceu_aberto;2;10;454,39;454,39;3,241;1472,63;1,0085
142;ceu_aberto;3;14;826,22;826,22;2,035;1681,41;1,0068
142;ceu_aberto;4;18;510,33;510,33;2,567;1309,96;0,9889
142;ceu_aberto;5;25;1,51;1,51;2,08;3,13;1,0184
142;ceu_aberto;6;32;1388,38;1388,38;1,048;1455,17;1,0006
143;parcialmente_nublado;1;6;191,09;191,09;3,48;665,0;1,0573
143;parcialmente_nublado;2;10;111,9;111,9;3,573;399,75;1,0395
143;parcialmente_nublado;3;14;64,9;64,9;3,72;241,43;1,0393
143;parcialmente_nublado;4;18;448,74;448,74;2,226;998,81;0,9425
143;parcialmente_nublado;5;25;37,21;37,21;3,54;131,74;1,0262
143;parcialmente_nublado;6;32;1056,58;1056,58;1,474;1557,6;0,9561
144;ceu_aberto;1;6;23,6;23,6;2,919;68,9;1,0033
144;ceu_aberto;2;10;65,47;65,47;2,601;170,31;1,0839
144;ceu_aberto;3;14;22,92;22,92;3,447;78,99;1,1199
144;ceu_aberto;4;18;449,48;449,48;2,882;1295,56;1,0266
144;ceu_aberto;5;25;397,68;397,68;1,001;397,99;0,9504
144;ceu_aberto;6;32;55,53;55,53;3,29;182,68;0,9726
145;ceu_aberto;1;6;380,02;380,02;2,843;1080,45;1,0093
145;ceu_aberto;2;10;128,52;128,52;2,27;291,72;1,0316
145;ceu_aberto;3;14;265,49;265,49;2,854;757,83;0,9548
145;ceu_aberto;4;18;111,62;111,62;2,025;226,0;0,9592
145;ceu_aberto;5;25;2120,27;2120,27;1,087;2303,87;1,0325
145;ceu_aberto;6;32;414,37;414,37;2,185;905,51;0,9146
146;ceu_aberto;1;6;242,64;242,64;2,088;506,75;0,9546
146;ceu_aberto;2;10;282,07;282,07;2,839;800,88;0,9789
146;ceu_aberto;3;14;37,7;37,7;3,635;137,03;0,9891
146;ceu_aberto;4;18;340,49;340,49;3,866;1316,48;0,9883
146;ceu_aberto;5;25;336,45;336,45;2,751;925,51;1,0928
146;ceu_aberto;6;32;438,08;438,08;1,128;494,05;1,0189
147;ceu_aberto;1;6;3,86;3,86;3,806;14,68;0,972
147;ceu_aberto;2;10;884,41;884,41;3,588;3173,05;0,9912
147;ceu_aberto;3;14;607,69;607,69;1,857;1128,26;1,0066
147;ceu_aberto;4;18;541,02;541,02;1,471;795,94;1,0181
147;ceu_aberto;5;25;35,56;35,56;2,347;83,47;0,9993
147;ceu_aberto;6;32;224,3;224,3;2,067;463,75;0,9709
148;parcialmente_nublado;1;6;829,97;829,97;1,958;1625,3;0,9794
148;parcialmente_nublado;2;10;502,31;502,31;1,28;642,83;0,9987
148;parcialmente_nublado;3;14;296,08;296,08;3,123;924,54;0,9671
148;parcialmente_nublado;4;18;38,79;38,79;3,202;124,21;1,052
148;parcialmente_nublado;5;25;108,56;108,56;1,856;201,52;1,0174
148;parcialmente_nublado;6;32;1092,77;1092,77;1,893;2068,64;1,0203
149;parcialmente_nublado;1;6;66,19;66,19;1,509;99,91;1,0639
149;parcialmente_nublado;2;10;260,85;260,85;3,401;887,22;0,9814
149;parcialmente_nublado;3;14;595,9;595,9;2,453;1461,8;0,9638
149;parcialmente_nublado;4;18;244,89;244,89;2,722;666,48;1,0353
149;parcialmente_nublado;5;25;189,89;189,89;1,442;273,85;0,931
149;parcialmente_nublado;6;32;569,19;569,19;1,974;1123,42;1,0313
150;ceu_aberto;1;6;430,23;430,23;3,312;1425,06;1,0035
150;ceu_aberto;2;10;55,1;55,1;2,99;164,76;0,9591
150;ceu_aberto;3;14;504,56;504,56;1,647;831,23;0,9472
150;ceu_aberto;4;18;545,92;545,92;2,213;1207,97;0,964
150;ceu_aberto;5;25;752,79;752,79;3,328;2505,57;1,1243
150;ceu_aberto;6;32;826,43;826,43;3,86;3190,23;1,0068
151;ceu_aberto;1;6;171,43;171,43;2,319;397,6;0,9519
151;ceu_aberto;2;10;153,76;153,76;3,092;475,43;1,0217
151;ceu_aberto;3;14;204,43;204,43;2,902;593,25;0,9657
151;ceu_aberto;4;18;38,58;38,58;1,344;51,85;0,9256
151;ceu_aberto;5;25;76,42;76,42;3,343;255,48;0,9536
151;ceu_aberto;6;32;139,96;139,96;3,162;442,57;0,9625
152;ceu_aberto;1;6;433,87;433,87;3,957;1716,65;1,0409
152;ceu_aberto;2;10;31,46;31,46;2,101;66,12;0,9853
152;ceu_aberto;3;14;281,7;281,7;3,336;939,69;0,959
152;ceu_aberto;4;18;423,8;423,8;1,977;837,83;1,022
152;ceu_aberto;5;25;246,98;246,98;2,425;598,94;1,0453
152;ceu_aberto;6;32;8,7;8,7;2,165;18,85;1,0105
153;ceu_aberto;1;6;774,17;774,17;1,083;838,57;1,0151
153;ceu_aberto;2;10;1358,95;1358,95;1,171;1590,87;0,9744
153;ceu_aberto;3;14;257,26;257,26;1,201;309,09;0,9423
153;ceu_aberto;4;18;34,07;34,07;3,193;108,77;0,956
153;ceu_aberto;5;25;181,61;181,61;2,503;454,66;1,0382
153;ceu_aberto;6;32;457,83;457,83;2,107;964,5;1,0986
154;nublado;1;6;202,18;202,18;2,774;560,77;0,9508
154;nublado;2;10;67,66;67,66;3,907;264,35;0,9495
154;nublado;3;14;145,2;145,2;1,47;213,48;0,9873
154;nublado;4;18;304,71;304,71;3,559;1084,37;1,0368
154;nublado;5;25;251,07;251,07;3,108;780,24;1,0074
154;nublado;6;32;25,99;25,99;3,322;86,33;0,9678
155;parcialmente_nublado;1;6;92,11;92,11;3,695;340,31;1,1075
155;parcialmente_nublado;2;10;114,7;114,7;2,401;275,44;0,9498
155;parcialmente_nublado;3;14;40,59;40,59;2,176;88,35;1,0542
155;parcialmente_nublado;4;18;341,67;341,67;3,172;1083,64;0,9639
155;parcialmente_nublado;5;25;95,0;95,0;3,729;354,23;0,9565
155;parcialmente_nublado;6;32;111,29;111,29;1,075;119,65;0,9628
156;parcialmente_nublado;1;6;78,14;78,14;3,71;289,87;0,9436
156;parcialmente_nublado;2;10;1450,07;1450,07;1,063;1541,35;1,1197
156;parcialmente_nublado;3;14;512,62;512,62;2,424;1242,57;1,0361
156;parcialmente_nublado;4;18;342,93;342,93;3,793;1300,88;1,0094
156;parcialmente_nublado;5;25;41,39;41,39;2,185;90,41;0,9909
156;parcialmente_nublado;6;32;337,95;337,95;2,285;772,05;0,9876
157;parcialmente_nublado;1;6;65,48;65,48;3,47;227,23;0,9768
157;parcialmente_nublado;2;10;417,55;417,55;3,237;1351,71;0,991
157;parcialmente_nublado;3;14;135,12;135,12;1,624;219,45;0,9127
157;parcialmente_nublado;4;18;30,84;30,84;3,628;111,9;0,9909
157;parcialmente_nublado;5;25;170,43;170,43;2,577;439,26;1,0344
157;parcialmente_nublado;6;32;732,62;732,62;3,668;2687,15;1,017
158;ceu_aberto;1;6;154,85;154,85;2,231;345,46;1,0164
158;ceu_aberto;2;10;705,67;705,67;2,514;1773,95;0,9887
158;ceu_aberto;3;14;84,05;84,05;2,101;176,57;0,9356
158;ceu_aberto;4;18;171,63;171,63;3,246;557,15;0,9465
158;ceu_aberto;5;25;91,19;91,19;3,623;330,36;0,9532
158;ceu_aberto;6;32;75,46;75,46;3,649;275,33;1,0543
159;ceu_aberto;1;6;522,51;522,51;1,296;676,94;0,9786
159;ceu_aberto;2;10;258,18;258,18;2,682;692,44;1,1001
159;ceu_aberto;3;14;12,15;12,15;1,36;16,51;0,978
159;ceu_aberto;4;18;59,3;59,3;1,635;96,95;0,9596
159;ceu_aberto;5;25;199,66;199,66;1,517;302,8;0,9619
159;ceu_aberto;6;32;627,11;627,11;1,202;753,59;1,0522
160;ceu_aberto;1;6;202,92;202,92;1,969;399,45;1,0668
160;ceu_aberto;2;10;164,27;164,27;1,507;247,53;1,0469
160;ceu_aberto;3;14;14,67;14,67;3,825;56,13;1,0252
160;ceu_aberto;4;18;1192,44;1192,44;1,96;2337,2;1,0077
160;ceu_aberto;5;25;533,07;533,07;2,002;1067,13;1,016
160;ceu_aberto;6;32;133,21;133,21;3,52;468,84;1,0594
161;parcialmente_nublado;1;6;122,94;122,94;1,555;191,14;1,1104
161;parcialmente_nublado;2;10;1137,34;1137,34;1,917;2180,53;1,0063
161;parcialmente_nublado;3;14;519,44;519,44;3,322;1725,5;1,0499
161;parcialmente_nublado;4;18;336,7;336,7;2,361;795,02;1,0022
161;parcialmente_nublado;5;25;187,43;187,43;3,647;683,5;0,9481
161;parcialmente_nublado;6;32;150,76;150,76;1,444;217,66;1,0738
162;parcialmente_nublado;1;6;750,29;750,29;2,002;1502,25;0,9822
162;parcialmente_nublado;2;10;1454,66;1454,66;2,64;3840,9;1,0181
162;parcialmente_nublado;3;14;33,85;33,85;1,307;44,25;1,0027
162;parcialmente_nublado;4;18;6,51;6,51;2,928;19,07;1,0381
162;parcialmente_nublado;5;25;672,96;672,96;1,975;1329,39;0,9241
162;parcialmente_nublado;6;32;183,5;183,5;2,898;531,81;1,0826
163;ceu_aberto;1;6;896,75;896,75;1,232;1105,18;1,001
163;ceu_aberto;2;10;162,33;162,33;3,14;509,7;0,9241
163;ceu_aberto;3;14;457,72;457,72;2,606;1193,05;1,0334
163;ceu_aberto;4;18;316,08;316,08;1,049;331,66;1,0091
163;ceu_aberto;5;25;899,4;899,4;1,754;1577,49;1,0501
163;ceu_aberto;6;32;437,89;437,89;3,765;1648,79;1,0
164;nublado;1;6;377,71;377,71;3,825;1444,6;1,03
164;nublado;2;10;1146,08;1146,08;3,862;4425,83;1,0636
164;nublado;3;14;19,86;19,86;3,646;72,42;0,9925
164;nublado;4;18;245,45;245,45;2,691;660,5;0,9442
164;nublado;5;25;1430,36;1430,36;2,941;4206,42;1,0651
164;nublado;6;32;139,13;139,13;3,609;502,1;0,9735
165;parcialmente_nublado;1;6;330,75;330,75;2,949;975,39;0,9284
165;parcialmente_nublado;2;10;992,6;992,6;1,574;1562,39;1,1412
165;parcialmente_nublado;3;14;290,36;290,36;2,236;649,19;0,9173
165;parcialmente_nublado;4;18;1122,41;1122,41;1,511;1695,83;1,0005
165;parcialmente_nublado;5;25;596,97;596,97;1,066;636,4;1,0572
165;parcialmente_nublado;6;32;89,66;89,66;1,636;146,65;1,0518
166;parcialmente_nublado;1;6;926,12;926,12;1,11;1028,17;1,0541
166;parcialmente_nublado;2;10;362,96;362,96;3,397;1232,93;1,0808
166;parcialmente_nublado;3;14;40,25;40,25;1,414;56,91;1,0153
166;parcialmente_nublado;4;18;811,61;811,61;1,667;1353,08;0,9617
166;parcialmente_nublado;5;25;565,59;565,59;2,731;1544,84;0,9151
166;parcialmente_nublado;6;32;499,86;499,86;1,795;897,21;1,0521
167;ceu_aberto;1;6;38,05;38,05;1,106;42,09;0,9829
167;ceu_aberto;2;10;97,55;97,55;3,238;315,86;1,0447
167;ceu_aberto;3;14;207,93;207,93;2,928;608,88;0,9471
167;ceu_aberto;4;18;287,43;287,43;1,749;502,59;1,0195
167;ceu_aberto;5;25;37,23;37,23;2,522;93,89;0,958
167;ceu_aberto;6;32;203,99;203,99;1,389;283,28;0,9744
168;parcialmente_nublado;1;6;299,02;299,02;1,573;470,41;0,9913
168;parcialmente_nublado;2;10;230,57;230,57;2,95;680,29;0,9637
168;parcialmente_nublado;3;14;651,34;651,34;1,599;1041,45;1,0179
168;parcialmente_nublado;4;18;360,15;360,15;2,75;990,41;1,0167
168;parcialmente_nublado;5;25;562,71;562,71;3,032;1706,32;1,0241
168;parcialmente_nublado;6;32;537,45;537,45;3,992;2145,36;1,0144
169;ceu_aberto;1;6;994,96;994,96;2,32;2308,4;0,982
169;ceu_aberto;2;10;278,75;278,75;2,177;606,93;0,989
169;ceu_aberto;3;14;80,6;80,6;2,694;217,16;1,0576
169;ceu_aberto;4;18;116,9;116,9;1,726;201,71;0,9654
169;ceu_aberto;5;25;183,09;183,09;1,237;226,43;1,0388
169;ceu_aberto;6;32;368,87;368,87;1,073;395,89;1,0756
170;ceu_aberto;1;6;31,53;31,53;3,325;104,86;0,9959
170;ceu_aberto;2;10;326,49;326,49;1,579;515,57;1,0907
170;ceu_aberto;3;14;240,07;240,07;2,687;645,07;1,005
170;ceu_aberto;4;18;1392,73;1392,73;1,224;1704,51;1,0827
170;ceu_aberto;5;25;683,5;683,5;2,044;1397,25;1,011
170;ceu_aberto;6;32;221,48;221,48;1,678;371,56;0,9806
171;ceu_aberto;1;6;83,37;83,37;1,191;99,29;1,0679
171;ceu_aberto;2;10;577,5;577,5;1,198;691,56;1,0532
171;ceu_aberto;3;14;503,19;503,19;1,128;567,71;1,0303
171;ceu_aberto;4;18;436,06;436,06;2,227;971,3;0,9262
171;ceu_aberto;5;25;1491,08;1491,08;3,155;4704,69;0,9824
171;ceu_aberto;6;32;395,67;395,67;1,611;637,5;1,0974
172;parcialmente_nublado;1;6;130,56;130,56;3,84;501,28;0,9944
172;parcialmente_nublado;2;10;231,02;231,02;1,215;280,74;1,0015
172;parcialmente_nublado;3;14;193,31;193,31;2,459;475,28;0,9903
172;parcialmente_nublado;4;18;31,73;31,73;2,791;88,56;1,1232
172;parcialmente_nublado;5;25;277,26;277,26;1,743;483,25;0,9847
172;parcialmente_nublado;6;32;58,65;58,65;3,314;194,36;1,0293
173;parcialmente_nublado;1;6;23,39;23,39;2,017;47,18;1,0454
173;parcialmente_nublado;2;10;482,77;482,77;2,064;996,63;0,9588
173;parcialmente_nublado;3;14;107,84;107,84;2,739;295,35;1,0397
173;parcialmente_nublado;4;18;64,32;64,32;3,2;205,84;0,9564
173;parcialmente_nublado;5;25;535,89;535,89;1,189;637,41;0,9678
173;parcialmente_nublado;6;32;607,12;607,12;2,78;1687,82;1,0379
174;ceu_aberto;1;6;52,64;52,64;1,22;64,23;1,0321
174;ceu_aberto;2;10;24,23;24,23;3,438;83,32;0,962
174;ceu_aberto;3;14;328,07;328,07;2,739;898,55;0,9488
174;ceu_aberto;4;18;25,44;25,44;1,707;43,43;1,0509
174;ceu_aberto;5;25;274,57;274,57;3,684;1011,53;0,9505
174;ceu_aberto;6;32;103,85;103,85;1,136;117,94;0,9697
175;nublado;1;6;491,76;491,76;3,774;1856,15;1,0321
175;nublado;2;10;57,5;57,5;1,686;96,93;0,9356
175;nublado;3;14;204,45;204,45;2,481;507,28;0,961
175;nublado;4;18;350,75;350,75;3,652;1280,93;0,9698
175;nublado;5;25;317,82;317,82;1,234;392,09;1,112
175;nublado;6;32;276,75;276,75;1,168;323,15;0,9594
176;parcialmente_nublado;1;6;346,6;346,6;1,194;413,91;1,0604
176;parcialmente_nublado;2;10;288,25;288,25;1,34;386,17;0,9822
176;parcialmente_nublado;3;14;743,62;743,62;2,79;2074,97;0,9653
176;parcialmente_nublado;4;18;816,54;816,54;2,062;1683,87;1,044
176;parcialmente_nublado;5;25;300,36;300,36;2,393;718,67;0,9574
176;parcialmente_nublado;6;32;1065,7;1065,7;1,984;2114,6;0,9389
177;nublado;1;6;342,79;342,79;1,885;646,28;1,0335
177;nublado;2;10;763,03;763,03;2,083;1589,71;0,979
177;nublado;3;14;145,01;145,01;2,868;415,9;0,9965
177;nublado;4;18;678,12;678,12;1,692;1147,68;0,9744
177;nublado;5;25;328,24;328,24;3,761;1234,53;0,9895
177;nublado;6;32;140,58;140,58;2,725;383,05;0,9516
178;ceu_aberto;1;6;707,25;707,25;3,168;2240,74;0,9761
178;ceu_aberto;2;10;120,05;120,05;3,883;466,1;0,8608
178;ceu_aberto;3;14;1659,74;1659,74;2,215;3676,05;0,9988
178;ceu_aberto;4;18;40,62;40,62;1,076;43,7;0,9629
178;ceu_aberto;5;25;32,65;32,65;2,809;91,71;1,0844
178;ceu_aberto;6;32;416,46;416,46;1,869;778,41;0,9707
179;ceu_aberto;1;6;545,88;545,88;2,179;1189,38;1,0006
179;ceu_aberto;2;10;570,95;570,95;3,105;1772,82;0,8858
179;ceu_aberto;3;14;308,27;308,27;1,05;323,55;1,0124
179;ceu_aberto;4;18;61,36;61,36;1,438;88,26;1,0381
179;ceu_aberto;5;25;538,03;538,03;3,489;1877,2;0,9526
179;ceu_aberto;6;32;189,17;189,17;2,937;555,53;0,9873
180;ceu_aberto;1;6;53,12;53,12;3,526;187,3;0,9597
180;ceu_aberto;2;10;711,05;711,05;2,026;1440,33;1,0379
180;ceu_aberto;3;14;60,47;60,47;3,873;234,21;1,0001
180;ceu_aberto;4;18;271,05;271,05;1,628;441,38;1,0176
180;ceu_aberto;5;25;852,65;852,65;1,115;950,53;1,0004
180;ceu_aberto;6;32;329,14;329,14;3,617;1190,6;1,0321
181;nublado;1;6;150,45;150,45;1,89;284,41;0,9238
181;nublado;2;10;155,77;155,77;3,991;621,73;1,009
181;nublado;3;14;527,98;527,98;3,863;2039,35;1,0334
181;nublado;4;18;324,28;324,28;3,822;1239,28;0,9276
181;nublado;5;25;14,35;14,35;3,433;49,27;0,9898
181;nublado;6;32;775,6;775,6;1,662;1288,92;1,0358
182;parcialmente_nublado;1;6;136,98;136,98;1,858;254,55;1,0093
182;parcialmente_nublado;2;10;1137,84;1137,84;1,777;2021,65;1,0641
182;parcialmente_nublado;3;14;164,77;164,77;3,761;619,68;0,9956
182;parcialmente_nublado;4;18;219,86;219,86;3,417;751,17;1,104
182;parcialmente_nublado;5;25;50,98;50,98;1,423;72,55;0,9412
182;parcialmente_nublado;6;32;1089,51;1089,51;3,308;3604,08;0,9925
183;ceu_aberto;1;6;912,18;912,18;3,06;2791,53;1,0138
183;ceu_aberto;2;10;3,78;3,78;1,175;4,44;1,1044
183;ceu_aberto;3;14;573,72;573,72;2,256;1294,21;1,0064
183;ceu_aberto;4;18;22,28;22,28;2,752;61,31;0,9382
183;ceu_aberto;5;25;244,64;244,64;1,198;293,11;0,9691
183;ceu_aberto;6;32;381,99;381,99;1,405;536,81;1,0103
184;ceu_aberto;1;6;327,92;327,92;3,717;1218,81;0,9464
184;ceu_aberto;2;10;444,78;444,78;3,615;1607,9;0,9929
184;ceu_aberto;3;14;252,6;252,6;1,907;481,58;1,015
184;ceu_aberto;4;18;31,48;31,48;3,252;102,39;0,9602
184;ceu_aberto;5;25;307,39;307,39;3,553;1092,25;0,956
184;ceu_aberto;6;32;1110,66;1110,66;3,035;3370,84;0,9932
185;ceu_aberto;1;6;64,5;64,5;2,536;163,56;1,107
185;ceu_aberto;2;10;487,75;487,75;3,717;1812,99;1,0007
185;ceu_aberto;3;14;173,84;173,84;2,213;384,7;1,0024
185;ceu_aberto;4;18;109,9;109,9;1,691;185,87;0,9667
185;ceu_aberto;5;25;503,83;503,83;1,698;855,53;1,0248
185;ceu_aberto;6;32;338,99;338,99;2,987;1012,55;0,9421
186;nublado;1;6;228,18;228,18;3,714;847,46;1,0173
186;nublado;2;10;25,29;25,29;1,271;32,16;0,9534
186;nublado;3;14;427,25;427,25;3,609;1542,15;1,0606
186;nublado;4;18;258,33;258,33;2,13;550,28;1,0399
186;nublado;5;25;242,55;242,55;3,642;883,34;1,0458
186;nublado;6;32;126,35;126,35;3,186;402,59;1,0632
187;ceu_aberto;1;6;235,85;235,85;2,423;571,53;1,0028
187;ceu_aberto;2;10;52,09;52,09;3,59;187,01;1,0121
187;ceu_aberto;3;14;63,71;63,71;1,523;97,01;0,8736
187;ceu_aberto;4;18;410,26;410,26;1,058;433,91;0,9465
187;ceu_aberto;5;25;399,29;399,29;2,956;1180,31;0,9577
187;ceu_aberto;6;32;102,47;102,47;1,16;118,92;1,0075
188;ceu_aberto;1;6;27,83;27,83;3,789;105,44;1,0481
188;ceu_aberto;2;10;58,66;58,66;3,222;189,0;1,0021
188;ceu_aberto;3;14;37,29;37,29;1,854;69,13;1,0454
188;ceu_aberto;4;18;460,58;460,58;2,137;984,1;0,9807
188;ceu_aberto;5;25;147,72;147,72;1,598;236,1;0,9882
188;ceu_aberto;6;32;49,37;49,37;3,913;193,18;1,0357
189;parcialmente_nublado;1;6;394,47;394,47;1,008;397,7;0,9932
189;parcialmente_nublado;2;10;242,9;242,9;1,942;471,71;0,9976
189;parcialmente_nublado;3;14;270,75;270,75;1,442;390,48;1,0628
189;parcialmente_nublado;4;18;942,1;942,1;1,66;1563,84;1,0984
189;parcialmente_nublado;5;25;75,95;75,95;1,034;78,51;1,01
189;parcialmente_nublado;6;32;47,33;47,33;1,682;79,58;0,9577
190;nublado;1;6;582,42;582,42;3,194;1860,19;0,9603
190;nublado;2;10;192,97;192,97;3,782;729,89;0,9963
190;nublado;3;14;1123,79;1123,79;3,25;3652,44;0,9511
190;nublado;4;18;37,16;37,16;2,326;86,44;1,0514
190;nublado;5;25;792,74;792,74;1,453;1151,79;0,9096
190;nublado;6;32;381,58;381,58;3,419;1304,64;0,993
191;ceu_aberto;1;6;313,01;313,01;3,392;1061,57;1,0059
191;ceu_aberto;2;10;762,88;762,88;3,905;2979,03;1,0122
191;ceu_aberto;3;14;165,22;165,22;1,166;192,63;0,9378
191;ceu_aberto;4;18;47,89;47,89;2,775;132,9;1,004
191;ceu_aberto;5;25;345,46;345,46;3,044;1051,51;1,0661
191;ceu_aberto;6;32;353,9;353,9;3,957;1400,54;0,91
192;parcialmente_nublado;1;6;945,16;945,16;1,63;1540,83;1,0159
192;parcialmente_nublado;2;10;47,15;47,15;1,519;71,6;0,9836
192;parcialmente_nublado;3;14;278,29;278,29;2,921;812,95;0,997
192;parcialmente_nublado;4;18;243,03;243,03;3,758;913,37;1,0095
192;parcialmente_nublado;5;25;222,11;222,11;2,527;561,16;1,0382
192;parcialmente_nublado;6;32;189,69;189,69;1,894;359,27;0,9213
193;ceu_aberto;1;6;116,9;116,9;2,844;332,4;1,0132
193;ceu_aberto;2;10;230,17;230,17;3,08;708,97;0,9803
193;ceu_aberto;3;14;264,46;264,46;1,322;349,62;1,0139
193;ceu_aberto;4;18;3,88;3,88;1,144;4,44;1,0556
193;ceu_aberto;5;25;374,38;374,38;3,355;1255,95;1,0228
193;ceu_aberto;6;32;5,93;5,93;2,154;12,76;1,0911
194;parcialmente_nublado;1;6;268,46;268,46;3,571;958,56;0,8864
194;parcialmente_nublado;2;10;97,83;97,83;3,447;337,25;0,9206
194;parcialmente_nublado;3;14;5,11;5,11;1,184;6,05;0,9697
194;parcialmente_nublado;4;18;314,71;314,71;1,741;547,97;0,9719
194;parcialmente_nublado;5;25;83,77;83,77;3,627;303,8;0,94
194;parcialmente_nublado;6;32;252,99;252,99;3,697;935,29;1,0375
195;parcialmente_nublado;1;6;577,95;577,95;3,603;2082,39;1,0246
195;parcialmente_nublado;2;10;176,2;176,2;3,927;691,94;0,9837
195;parcialmente_nublado;3;14;1048,08;1048,08;3,857;4042,51;1,0654
195;parcialmente_nublado;4;18;707,8;707,8;1,976;1398,61;0,9245
195;parcialmente_nublado;5;25;284,02;284,02;2,265;643,33;1,0561
195;parcialmente_nublado;6;32;637,39;637,39;1,329;846,84;1,0331
196;parcialmente_nublado;1;6;140,4;140,4;2,74;384,62;0,9334
